BrandAAIAID|PartNumber|DescriptionCode|Description|Sequence
BKDK|55370|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55370|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55370|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55370|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55370|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55370|FAB|Made In USA|8
BKDK|55372|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55372|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55372|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55372|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55372|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55372|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55372|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55372|FAB|Made In USA|8
BKDK|55376|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55376|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55376|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55376|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55376|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55376|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55376|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55376|FAB|Made In USA|8
BKDK|55377|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55377|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55377|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55377|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55377|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55377|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55377|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55377|FAB|Made In USA|8
BKDK|55378|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55378|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55378|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55378|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55378|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55378|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55378|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|55378|FAB|Backed By A Limited One-Year Warranty|8
BKDK|55379|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55379|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55379|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55379|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55379|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55379|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55379|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55379|FAB|Made In USA|8
BKDK|55380|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55380|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55380|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55380|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55380|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55380|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55380|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55380|FAB|Made In USA|8
BKDK|55381|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55381|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55381|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55381|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55381|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55381|FAB|Made In USA|6
BKDK|55382|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55382|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55382|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55382|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55382|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55382|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55382|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55382|FAB|Made In USA|8
BKDK|55383|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55383|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55383|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55383|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55383|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55383|FAB|Made In USA|6
BKDK|55384|FAB|Plugs Into Socket To Add A 4-Way Flat And Retain Use Of 7-Way|1
BKDK|55384|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55384|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55384|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55384|FAB|Slit Loom Keeps Wires Contained And Well Protected|5
BKDK|55384|FAB|Backed By A Limited One-Year Warranty|6
BKDK|55384|FAB|Made In USA|7
BKDK|55400|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55400|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55400|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55400|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55400|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55400|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55400|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55400|FAB|Made In USA|8
BKDK|55411|FAB|Splices Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55411|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|2
BKDK|55411|FAB|Color-Coded Wires For Easier Installation|3
BKDK|55411|FAB|Snap Locks Included For Fast Secure Splicing|4
BKDK|55411|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|5
BKDK|55411|FAB|Slit Loom Keeps Wires Contained And Well Protected|6
BKDK|55411|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55411|FAB|Made In USA|8
BKDK|55414|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55414|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55414|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55414|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55414|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55414|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55414|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55414|FAB|Made In USA|8
BKDK|55415|FAB|Plugs Into OEM Socket To Provide 7-Way Rave Blade|1
BKDK|55415|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55415|FAB|7-Way Connects Tail Brake Reverse Turn Signals Brakes|3
BKDK|55415|FAB|Spring-Loaded Dust Cover Keeps Connector Clean When Not In Use|4
BKDK|55416|FAB|Weather-Resistant Dust Cover w/A Rubber Insert To Seal Out Water|1
BKDK|55416|FAB|Spring-Loaded Cover Helps Keep Connector Clean When Not Using|2
BKDK|55416|FAB|Plugs Into Oem Socket To Provide 7-Way Rv Blade|3
BKDK|55416|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|4
BKDK|55416|FAB|7-Way Connects Tail; Brake; Reverse; Turn Signals; Brakes|5
BKDK|55417|FAB|Cover Gaps For A Clean Look|1
BKDK|55417|FAB|Compatible With Plastic Bed Liner|2
BKDK|55417|FAB|Includes Hardware To Install 7-Way|3
BKDK|55418|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55418|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55418|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55418|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55418|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55418|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55418|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55418|FAB|Made In USA|8
BKDK|55432|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55432|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55432|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55432|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55432|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55432|FAB|Made In USA|6
BKDK|55434|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55434|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55434|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55434|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55434|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55434|FAB|Made In USA|6
BKDK|55441|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55441|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55441|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55441|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55441|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55441|FAB|Made In USA|6
BKDK|55451|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55451|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55451|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55451|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55451|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55451|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55451|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55451|FAB|Made In USA|8
BKDK|55486|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55486|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55486|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55486|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55486|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55486|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55486|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55486|FAB|Made In USA|8
BKDK|55502|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55502|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55502|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55502|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55502|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55502|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55502|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55502|FAB|Made In USA|8
BKDK|55504|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55504|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55504|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55504|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55504|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55504|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55504|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55504|FAB|Made In USA|8
BKDK|55510|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55510|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55510|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55510|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55510|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55510|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55510|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55510|FAB|Made In USA|8
BKDK|55513|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55513|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55513|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55513|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55513|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55513|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55513|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55513|FAB|Made In USA|8
BKDK|55515|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55515|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55515|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55515|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55515|FAB|Slit Loom Keeps Wires Contained And Well Protected|5
BKDK|55515|FAB|Backed By A Limited One-Year Warranty|6
BKDK|55515|FAB|Made In USA|7
BKDK|55522|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55522|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55522|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55522|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55522|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55522|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55522|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55522|FAB|Made In USA|8
BKDK|55528|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55528|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55528|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55528|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55528|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55528|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55528|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55528|FAB|Made In USA|8
BKDK|55529|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55529|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55529|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55529|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55529|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55529|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55529|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55529|FAB|Made In USA|8
BKDK|55530|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55530|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55530|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55530|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55530|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55530|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55530|FAB|Slit Loom Keeps Wires Contained And Well Protected|7
BKDK|55530|FAB|Backed By A Limited One-Year Warranty|8
BKDK|55532|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55532|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55532|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55532|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55532|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55532|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55532|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55532|FAB|Made In USA|8
BKDK|55534|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55534|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55534|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55534|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55534|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55534|FAB|Made In USA|6
BKDK|55537|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55537|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55537|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55537|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55537|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55537|FAB|Made In USA|6
BKDK|55540|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55540|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55540|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55540|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55540|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55540|FAB|Made In USA|6
BKDK|55542|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55542|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55542|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55542|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55542|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55542|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55542|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55542|FAB|Made In USA|8
BKDK|55546|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55546|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55546|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55546|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55546|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55546|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55546|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55546|FAB|Made In USA|8
BKDK|55550|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55550|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55550|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55550|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55550|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55550|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55550|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55550|FAB|Made In USA|8
BKDK|55560|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55560|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55560|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55560|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55560|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55560|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55560|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55560|FAB|Made In USA|8
BKDK|55562|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55562|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55562|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55562|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55562|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55562|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55562|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55562|FAB|Made In USA|8
BKDK|55563|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55563|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55563|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55563|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55563|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55563|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55563|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55563|FAB|Made In USA|8
BKDK|55567|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55567|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55567|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55567|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55567|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55567|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55567|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55567|FAB|Made In USA|8
BKDK|55570|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55570|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55570|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55570|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55570|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55570|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55570|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55570|FAB|Made In USA|8
BKDK|55571|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55571|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55571|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55571|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55571|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55571|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55571|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55571|FAB|Made In USA|8
BKDK|55580|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55580|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55580|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55580|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55580|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55580|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55580|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55580|FAB|Made In USA|8
BKDK|55585|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55585|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55585|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55585|FAB|Equipped w/A 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55585|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55585|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55585|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55585|FAB|Made In USA|8
BKDK|55587|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55587|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55587|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55587|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|4
BKDK|55587|FAB|Backed By A Limited One-Year Warranty|5
BKDK|55587|FAB|Made In USA|6
BKDK|55593|FAB|Plugs Into Existing Vehicle Socket To Provide 4-Way Flat Socket|1
BKDK|55593|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55593|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55593|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55593|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55593|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55593|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55593|FAB|Made In USA|8
BKDK|55597|FAB|Plugs Into Tail Light Assembly To Provide A 4-Way Flat Socket|1
BKDK|55597|FAB|Simple Plug-And-Play Design Eliminates The Need For Splicing|2
BKDK|55597|FAB|4-Way Flat Connects Tail Lights Brake Lights And Turn Signals|3
BKDK|55597|FAB|Equipped w/A Powered 3-Wire To 2-Wire Tail Light Converter|4
BKDK|55597|FAB|Constructed w/Smt Circuitry For Better Performance And Durability|5
BKDK|55597|FAB|Dust Cover Included To Keep Connector Clean When Not In Use|6
BKDK|55597|FAB|Backed By A Limited One-Year Warranty|7
BKDK|55597|FAB|Made In USA|8
BKDK|55664|FAB|Plugs Into Connector To Provide A 4-Way And 6-Way Multi-Socket|1
BKDK|55664|FAB|Fits Uscar-Equipped Vehicles w/Factory Tow Plugs|2
